,state_cd,state_name,county_cd,county_nm,year,"Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities
546,37,North Carolina,157,Rockingham County,1985,0.07,0.0,0.07,3.72,0.0,3.72,3.79,0.0,3.79,4.83,8.62,0.36,0.00,0.36,0.00,-
547,37,North Carolina,157,Rockingham County,1990,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,8.40,8.43,0.01,0.00,0.01,0.00,2
548,37,North Carolina,157,Rockingham County,1995,0.02,0.0,0.02,0.77,0.0,0.77,0.79,0.0,0.79,9.46,10.25,1.60,0.00,1.60,0.00,26
549,37,North Carolina,157,Rockingham County,2000,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.07,-,-,-,-,-,-,-
550,37,North Carolina,157,Rockingham County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
551,37,North Carolina,157,Rockingham County,2010,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,-,-,-,-,-,-,-
552,37,North Carolina,157,Rockingham County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
553,37,North Carolina,159,Rowan County,1985,0.08,0.0,0.08,12.75,0.0,12.75,12.83,0.0,12.83,9.60,22.43,1.25,0.00,1.25,0.00,-
554,37,North Carolina,159,Rowan County,1990,10.08,0.0,10.08,3.7,0.0,3.7,13.78,0.0,13.78,7.01,20.79,0.75,0.00,0.75,0.00,8
555,37,North Carolina,159,Rowan County,1995,0.07,0.0,0.07,1.95,0.0,1.95,2.02,0.0,2.02,5.85,7.87,2.03,0.00,2.03,0.00,41
556,37,North Carolina,159,Rowan County,2000,0.31,0.0,0.31,2.98,0.0,2.98,3.29,0.0,3.29,-,-,-,-,-,-,-
557,37,North Carolina,159,Rowan County,2005,0.0,0.0,0.0,1.02,0.0,1.02,1.02,0.0,1.02,-,-,-,-,-,-,-
558,37,North Carolina,159,Rowan County,2010,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.0,0.41,-,-,-,-,-,-,-
559,37,North Carolina,159,Rowan County,2015,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.0,0.64,-,-,-,-,-,-,-
560,37,North Carolina,161,Rutherford County,1985,0.04,0.0,0.04,1.76,0.0,1.76,1.8,0.0,1.8,3.04,4.84,0.16,0.00,0.16,0.00,-
561,37,North Carolina,161,Rutherford County,1990,0.04,0.0,0.04,2.21,0.0,2.21,2.25,0.0,2.25,7.03,9.28,0.00,0.00,0.00,0.00,5
562,37,North Carolina,161,Rutherford County,1995,0.26,0.0,0.26,10.71,0.0,10.71,10.97,0.0,10.97,6.11,17.08,3.42,0.00,3.42,0.00,32
563,37,North Carolina,161,Rutherford County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
564,37,North Carolina,161,Rutherford County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
565,37,North Carolina,161,Rutherford County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
566,37,North Carolina,161,Rutherford County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
567,37,North Carolina,163,Sampson County,1985,1.31,0.0,1.31,0.0,0.0,0.0,1.31,0.0,1.31,0.56,1.87,0.12,0.00,0.12,0.00,-
568,37,North Carolina,163,Sampson County,1990,1.82,0.0,1.82,0.0,0.0,0.0,1.82,0.0,1.82,0.93,2.75,0.55,0.00,0.55,0.00,3
569,37,North Carolina,163,Sampson County,1995,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.25,0.30,0.06,0.00,0.06,0.00,9
570,37,North Carolina,163,Sampson County,2000,1.06,0.0,1.06,0.0,0.0,0.0,1.06,0.0,1.06,-,-,-,-,-,-,-
571,37,North Carolina,163,Sampson County,2005,1.81,0.0,1.81,0.0,0.0,0.0,1.81,0.0,1.81,-,-,-,-,-,-,-
572,37,North Carolina,163,Sampson County,2010,1.58,0.0,1.58,0.0,0.0,0.0,1.58,0.0,1.58,-,-,-,-,-,-,-
573,37,North Carolina,163,Sampson County,2015,2.57,0.0,2.57,0.0,0.0,0.0,2.57,0.0,2.57,-,-,-,-,-,-,-
574,37,North Carolina,165,Scotland County,1985,0.11,0.0,0.11,6.02,0.0,6.02,6.13,0.0,6.13,0.00,6.13,1.33,0.00,1.33,0.00,-
575,37,North Carolina,165,Scotland County,1990,0.64,0.0,0.64,4.01,0.0,4.01,4.65,0.0,4.65,0.34,4.99,0.17,0.00,0.17,0.00,4
576,37,North Carolina,165,Scotland County,1995,2.92,0.0,2.92,0.03,0.0,0.03,2.95,0.0,2.95,0.55,3.50,0.70,0.00,0.70,0.00,9
577,37,North Carolina,165,Scotland County,2000,0.15,0.0,0.15,3.74,0.0,3.74,3.89,0.0,3.89,-,-,-,-,-,-,-
578,37,North Carolina,165,Scotland County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
579,37,North Carolina,165,Scotland County,2010,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.0,0.59,-,-,-,-,-,-,-
580,37,North Carolina,165,Scotland County,2015,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,-,-,-,-,-,-,-
581,37,North Carolina,167,Stanly County,1985,0.38,0.0,0.38,1.78,0.0,1.78,2.16,0.0,2.16,6.40,8.56,0.19,0.00,0.19,0.00,-
582,37,North Carolina,167,Stanly County,1990,0.06,0.0,0.06,1.87,0.0,1.87,1.93,0.0,1.93,5.33,7.26,0.11,0.00,0.11,0.00,4
583,37,North Carolina,167,Stanly County,1995,0.08,0.0,0.08,0.53,0.0,0.53,0.61,0.0,0.61,2.50,3.11,0.62,0.00,0.62,0.00,29
584,37,North Carolina,167,Stanly County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
585,37,North Carolina,167,Stanly County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
586,37,North Carolina,167,Stanly County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
587,37,North Carolina,167,Stanly County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
588,37,North Carolina,169,Stokes County,1985,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.00,0.15,0.00,0.00,0.00,0.00,-
589,37,North Carolina,169,Stokes County,1990,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.40,0.56,0.02,0.00,0.02,0.00,3
590,37,North Carolina,169,Stokes County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,3
591,37,North Carolina,169,Stokes County,2000,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,-,-,-,-,-,-,-
592,37,North Carolina,169,Stokes County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
593,37,North Carolina,169,Stokes County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
594,37,North Carolina,169,Stokes County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
595,37,North Carolina,171,Surry County,1985,0.25,0.0,0.25,3.92,0.0,3.92,4.17,0.0,4.17,2.70,6.87,1.12,0.00,1.12,0.00,-
596,37,North Carolina,171,Surry County,1990,0.08,0.0,0.08,2.39,0.0,2.39,2.47,0.0,2.47,4.41,6.88,0.55,0.00,0.55,0.00,3
597,37,North Carolina,171,Surry County,1995,2.96,0.0,2.96,7.3,0.0,7.3,10.26,0.0,10.26,4.10,14.36,2.87,0.00,2.87,0.00,35
598,37,North Carolina,171,Surry County,2000,0.0,0.0,0.0,1.7,0.0,1.7,1.7,0.0,1.7,-,-,-,-,-,-,-
599,37,North Carolina,171,Surry County,2005,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.9,-,-,-,-,-,-,-
600,37,North Carolina,171,Surry County,2010,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,-,-,-,-,-,-,-
601,37,North Carolina,171,Surry County,2015,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.08,-,-,-,-,-,-,-
602,37,North Carolina,173,Swain County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,-
603,37,North Carolina,173,Swain County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,0
604,37,North Carolina,173,Swain County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.00,0.00,0.00,0.00,0
605,37,North Carolina,173,Swain County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
606,37,North Carolina,173,Swain County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
607,37,North Carolina,173,Swain County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
608,37,North Carolina,173,Swain County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
609,37,North Carolina,175,Transylvania County,1985,0.21,0.0,0.21,30.1,0.0,30.1,30.31,0.0,30.31,0.00,30.31,2.20,0.00,2.20,0.00,-
610,37,North Carolina,175,Transylvania County,1990,1.37,0.0,1.37,29.74,0.0,29.74,31.11,0.0,31.11,0.00,31.11,2.06,0.00,2.06,0.00,5
611,37,North Carolina,175,Transylvania County,1995,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.00,0.02,0.00,0.00,0.00,0.00,2
612,37,North Carolina,175,Transylvania County,2000,0.05,0.0,0.05,18.73,0.0,18.73,18.78,0.0,18.78,-,-,-,-,-,-,-
613,37,North Carolina,175,Transylvania County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
614,37,North Carolina,175,Transylvania County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
615,37,North Carolina,175,Transylvania County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
616,37,North Carolina,177,Tyrrell County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
617,37,North Carolina,177,Tyrrell County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
618,37,North Carolina,177,Tyrrell County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
619,37,North Carolina,177,Tyrrell County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
620,37,North Carolina,177,Tyrrell County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
621,37,North Carolina,177,Tyrrell County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
622,37,North Carolina,177,Tyrrell County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
623,37,North Carolina,179,Union County,1985,0.24,0.0,0.24,2.57,0.0,2.57,2.81,0.0,2.81,3.50,6.31,2.08,0.00,2.08,0.00,-
624,37,North Carolina,179,Union County,1990,0.34,0.0,0.34,3.2,0.0,3.2,3.54,0.0,3.54,4.12,7.66,0.80,0.00,0.80,0.00,4
625,37,North Carolina,179,Union County,1995,0.19,0.0,0.19,4.83,0.0,4.83,5.02,0.0,5.02,1.24,6.26,1.23,0.00,1.23,0.00,35
626,37,North Carolina,179,Union County,2000,0.0,0.0,0.0,1.5,0.0,1.5,1.5,0.0,1.5,-,-,-,-,-,-,-
627,37,North Carolina,179,Union County,2005,0.0,0.0,0.0,2.9,0.0,2.9,2.9,0.0,2.9,-,-,-,-,-,-,-
628,37,North Carolina,179,Union County,2010,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,-,-,-,-,-,-,-
629,37,North Carolina,179,Union County,2015,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,-,-,-,-,-,-,-
630,37,North Carolina,181,Vance County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70,0.70,0.00,0.00,0.00,0.00,-
631,37,North Carolina,181,Vance County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00,2.00,0.00,0.00,0.00,0.00,0
632,37,North Carolina,181,Vance County,1995,11.48,0.0,11.48,2.25,0.0,2.25,13.73,0.0,13.73,0.42,14.15,2.83,0.00,2.83,0.00,20
633,37,North Carolina,181,Vance County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
634,37,North Carolina,181,Vance County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
635,37,North Carolina,181,Vance County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
636,37,North Carolina,181,Vance County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
637,37,North Carolina,183,Wake County,1985,0.25,0.0,0.25,2.54,0.0,2.54,2.79,0.0,2.79,4.43,7.22,0.25,0.00,0.25,0.00,-
638,37,North Carolina,183,Wake County,1990,0.13,0.0,0.13,3.05,0.0,3.05,3.18,0.0,3.18,4.31,7.49,0.03,0.00,0.03,0.00,4
639,37,North Carolina,183,Wake County,1995,1.63,0.0,1.63,6.28,0.0,6.28,7.91,0.0,7.91,2.48,10.39,2.08,0.00,2.08,0.00,79
640,37,North Carolina,183,Wake County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
641,37,North Carolina,183,Wake County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
642,37,North Carolina,183,Wake County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
643,37,North Carolina,183,Wake County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
644,37,North Carolina,185,Warren County,1985,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.00,0.00,0.00,0.00,-
645,37,North Carolina,185,Warren County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1
646,37,North Carolina,185,Warren County,1995,0.01,0.0,0.01,0.05,0.0,0.05,0.06,0.0,0.06,0.02,0.08,0.02,0.00,0.02,0.00,3
647,37,North Carolina,185,Warren County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
648,37,North Carolina,185,Warren County,2005,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,-,-,-,-,-,-,-
649,37,North Carolina,185,Warren County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
650,37,North Carolina,185,Warren County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
651,37,North Carolina,187,Washington County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.00,0.00,0.00,0.00,-
652,37,North Carolina,187,Washington County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
653,37,North Carolina,187,Washington County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,3
654,37,North Carolina,187,Washington County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
655,37,North Carolina,187,Washington County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
656,37,North Carolina,187,Washington County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
657,37,North Carolina,187,Washington County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
658,37,North Carolina,189,Watauga County,1985,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.00,0.10,0.00,0.00,0.00,0.00,-
659,37,North Carolina,189,Watauga County,1990,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.00,0.03,0.00,0.00,0.00,0.00,1
660,37,North Carolina,189,Watauga County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.01,0.00,0.01,0.00,6
661,37,North Carolina,189,Watauga County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
662,37,North Carolina,189,Watauga County,2005,1.78,0.0,1.78,0.0,0.0,0.0,1.78,0.0,1.78,-,-,-,-,-,-,-
663,37,North Carolina,189,Watauga County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
664,37,North Carolina,189,Watauga County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
665,37,North Carolina,191,Wayne County,1985,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.70,1.00,0.01,0.00,0.01,0.00,-
666,37,North Carolina,191,Wayne County,1990,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.93,2.43,0.42,0.00,0.42,0.00,4
667,37,North Carolina,191,Wayne County,1995,0.89,0.0,0.89,5.37,0.0,5.37,6.26,0.0,6.26,1.57,7.83,1.57,0.00,1.57,0.00,16
668,37,North Carolina,191,Wayne County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
669,37,North Carolina,191,Wayne County,2005,0.12,0.0,0.12,1.4,0.0,1.4,1.52,0.0,1.52,-,-,-,-,-,-,-
670,37,North Carolina,191,Wayne County,2010,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,-,-,-,-,-,-,-
671,37,North Carolina,191,Wayne County,2015,0.31,0.0,0.31,0.0,0.0,0.0,0.31,0.0,0.31,-,-,-,-,-,-,-
672,37,North Carolina,193,Wilkes County,1985,0.7,0.0,0.7,1.5,0.0,1.5,2.2,0.0,2.2,2.58,4.78,0.20,0.00,0.20,0.00,-
673,37,North Carolina,193,Wilkes County,1990,0.68,0.0,0.68,1.59,0.0,1.59,2.27,0.0,2.27,2.43,4.70,0.97,0.00,0.97,0.00,2
674,37,North Carolina,193,Wilkes County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2.84,0.57,0.00,0.57,0.00,9
675,37,North Carolina,193,Wilkes County,2000,0.01,0.0,0.01,3.34,0.0,3.34,3.35,0.0,3.35,-,-,-,-,-,-,-
676,37,North Carolina,193,Wilkes County,2005,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.08,-,-,-,-,-,-,-
677,37,North Carolina,193,Wilkes County,2010,0.0,0.0,0.0,2.07,0.0,2.07,2.07,0.0,2.07,-,-,-,-,-,-,-
678,37,North Carolina,193,Wilkes County,2015,0.01,0.0,0.01,2.28,0.0,2.28,2.29,0.0,2.29,-,-,-,-,-,-,-
679,37,North Carolina,195,Wilson County,1985,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,1.58,1.62,0.00,0.00,0.00,0.00,-
680,37,North Carolina,195,Wilson County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.00,0.00,0.00,0.00,0
681,37,North Carolina,195,Wilson County,1995,0.68,0.0,0.68,1.91,0.0,1.91,2.59,0.0,2.59,2.01,4.60,0.92,0.00,0.92,0.00,36
682,37,North Carolina,195,Wilson County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
683,37,North Carolina,195,Wilson County,2005,0.32,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.32,-,-,-,-,-,-,-
684,37,North Carolina,195,Wilson County,2010,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,-,-,-,-,-,-,-
685,37,North Carolina,195,Wilson County,2015,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,-,-,-,-,-,-,-
686,37,North Carolina,197,Yadkin County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
687,37,North Carolina,197,Yadkin County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.00,0.00,0.00,0.00,0
688,37,North Carolina,197,Yadkin County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30,0.30,0.06,0.00,0.06,0.00,6
689,37,North Carolina,197,Yadkin County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
690,37,North Carolina,197,Yadkin County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
691,37,North Carolina,197,Yadkin County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
692,37,North Carolina,197,Yadkin County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
693,37,North Carolina,199,Yancey County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
694,37,North Carolina,199,Yancey County,1990,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,1.2,0.00,1.20,0.00,0.00,0.00,0.00,1
695,37,North Carolina,199,Yancey County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.02,0.00,0.02,0.00,3
696,37,North Carolina,199,Yancey County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
697,37,North Carolina,199,Yancey County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
698,37,North Carolina,199,Yancey County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
699,37,North Carolina,199,Yancey County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
